"concept_id_1","concept_id_2","Patient.Count","Event.Count","concept_name.y","concept_name.x"
80232,45608641,1888,3738,"Nondisplaced avulsion fracture of tuberosity of left calcaneus, initial encounter for closed fracture","Closed fracture of calcaneus"
4186548,45603730,921,3736,"Other fracture of left lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing","Open fracture of lower leg"
376416,45581550,2062,3735,"Chronic dacryoadenitis, left lacrimal gland","Chronic dacryoadenitis"
434227,45579900,1947,3735,"Burn of second degree of right axilla, initial encounter","Partial thickness burn of axilla"
4035420,45543532,1527,3733,"Other spontaneous disruption of lateral collateral ligament of right knee","Deficiency of lateral collateral ligament of the knee"
442638,45562527,2210,3732,"Carbuncle of right hand","Carbuncle of hand"
382014,45553822,1383,3731,"Injury of facial nerve, right side, subsequent encounter","Injury of facial nerve"
75406,45554967,1765,3730,"Crushing injury of left little finger, subsequent encounter","Crushing injury of finger"
43022016,45561070,1248,3729,"Displacement of internal fixation device of right femur, subsequent encounter","Displacement of internal fixation device"
73574,45540319,1181,3728,"Displaced fracture of distal pole of navicular [scaphoid] bone of left wrist, subsequent encounter for fracture with nonunion","Nonunion of fracture"
4137945,45540319,1181,3728,"Displaced fracture of distal pole of navicular [scaphoid] bone of left wrist, subsequent encounter for fracture with nonunion","Fracture of scaphoid bone of wrist"
435137,45599744,1526,3727,"Unspecified complication of foreign body accidentally left in body following aspiration, puncture or other catheterization, initial encounter","Foreign object left in body during aspiration of fluid or tissue, puncture and catheterization"
442019,45599744,1526,3727,"Unspecified complication of foreign body accidentally left in body following aspiration, puncture or other catheterization, initial encounter","Complication of procedure"
444199,45599744,1526,3727,"Unspecified complication of foreign body accidentally left in body following aspiration, puncture or other catheterization, initial encounter","Iatrogenic disorder"
378161,45557530,1610,3726,"Other specified disorders of ear in diseases classified elsewhere, bilateral","Disorder of ear"
42538747,45543060,2245,3726,"Unspecified retained (old) intraocular foreign body, nonmagnetic, left eye","Retained nonmagnetic foreign body in left eye"
435138,45540743,1695,3722,"Injury of femoral nerve at hip and thigh level, right leg, initial encounter","Injury of femoral nerve"
77635,45572421,1143,3722,"Flail joint, left hand","Disorder of hand"
4343913,45572421,1143,3722,"Flail joint, left hand","Flail joint"
4135749,45559922,1697,3719,"Unspecified physeal fracture of lower end of right femur, subsequent encounter for fracture with routine healing","Fracture of distal end of femur"
40483538,45562392,1742,3719,"Other atherosclerosis of unspecified type of bypass graft(s) of the extremities, left leg","Atherosclerosis of bypass graft of limb"
606229,45598614,849,3718,"Unspecified fracture of lower end of left femur, subsequent encounter for closed fracture with malunion","Fracture malunion of pelvis and femur"
440548,45598614,849,3718,"Unspecified fracture of lower end of left femur, subsequent encounter for closed fracture with malunion","Closed fracture of femur, distal end"
4117230,45606174,2129,3718,"Cystic meniscus, anterior horn of lateral meniscus, left knee","Cyst of lateral meniscus"
4164457,45561071,2173,3718,"Other mechanical complication of internal fixation device of bone of right forearm, initial encounter","Complication of internal fixation device"
37116510,45549957,2114,3717,"Open bite of left wrist, subsequent encounter","Open bite of wrist"
435755,1595512,968,3717,"Other specified malignant neoplasm of skin of right lower eyelid, including canthus","Primary malignant neoplasm of skin of eyelid"
4197475,1595512,968,3717,"Other specified malignant neoplasm of skin of right lower eyelid, including canthus","Malignant neoplasm of lower eyelid"
40482662,45567430,908,3716,"Enteropathic arthropathies, left ankle and foot","Disorder of joint of ankle and/or foot"
433762,45591307,964,3716,"Unspecified disseminated chorioretinal inflammation, left eye","Disseminated chorioretinitis"
1075205,45567430,908,3716,"Enteropathic arthropathies, left ankle and foot","Enteropathic arthritis"
441172,45589629,911,3715,"Burn of third degree of right thigh, sequela","Disorder due to and following burn"
79915,45557849,1858,3715,"Hemarthrosis, right hand","Hemarthrosis of hand"
4052226,45589629,911,3715,"Burn of third degree of right thigh, sequela","Sequelae of injuries of lower limb"
441172,45546224,832,3714,"Burn of unspecified degree of left lower leg, sequela","Disorder due to and following burn"
441172,45589624,1314,3714,"Burn of second degree of unspecified site of left lower limb, except ankle and foot, sequela","Disorder due to and following burn"
4052226,45546224,832,3714,"Burn of unspecified degree of left lower leg, sequela","Sequelae of injuries of lower limb"
4052226,45589624,1314,3714,"Burn of second degree of unspecified site of left lower limb, except ankle and foot, sequela","Sequelae of injuries of lower limb"
605429,45549625,1133,3714,"Complete traumatic amputation of left shoulder and upper arm, level unspecified, initial encounter","Traumatic amputation of upper limb"
37166830,45562790,1937,3713,"Other infective (teno)synovitis, right hip","Synovitis and tenosynovitis of joint of hip"
441172,45555829,1068,3711,"Burn of third degree of unspecified site of left lower limb, except ankle and foot, sequela","Disorder due to and following burn"
4052226,45555829,1068,3711,"Burn of third degree of unspecified site of left lower limb, except ankle and foot, sequela","Sequelae of injuries of lower limb"
79962,45598113,2276,3711,"Crushing injury of left elbow, initial encounter","Crushing injury of elbow"
439026,45571874,2468,3708,"Stenosis of right lacrimal sac","Stenosis of lacrimal sac"
4082029,37201127,1500,3706,"Fracture of base of skull, right side, subsequent encounter for fracture with routine healing","Fracture of base of skull"
4233830,45534020,1619,3705,"Fibrous dysplasia (monostotic), right lower leg","Monostotic fibrous dysplasia"
4050692,45598508,1266,3704,"Displaced midcervical fracture of left femur, sequela","Sequelae of fracture of femur"
4153263,45555531,1800,3704,"Puncture wound with foreign body of right lesser toe(s) without damage to nail, initial encounter","Puncture wound of toe"
4185018,45555531,1800,3704,"Puncture wound with foreign body of right lesser toe(s) without damage to nail, initial encounter","Foreign body in skin of toe"
4221189,45568987,1980,3698,"Lateral dislocation of left ulnohumeral joint, initial encounter","Dislocation of elbow joint"
40484541,45572122,580,3697,"Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of calf","Atherosclerosis of autologous vein bypass graft of limb"
197304,45572122,580,3697,"Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of calf","Ulcer of lower extremity"
375268,45557281,2059,3696,"Mechanical lagophthalmos right eye, unspecified eyelid","Mechanical lagophthalmos"
4201438,45606031,980,3696,"Other streptococcal arthritis, right hand","Streptococcal arthritis"
72988,45606031,980,3696,"Other streptococcal arthritis, right hand","Pyogenic arthritis of hand"
4118017,45591985,2176,3695,"Pathological fracture, left hand, initial encounter for fracture","Pathological fracture - hand"
4058513,45550177,2484,3695,"Crushing injury of right wrist and hand, initial encounter","Crush injury wrist and/or hand"
78830,45562576,513,3695,"Postdysenteric arthropathy, right knee","Post-dysenteric arthropathy"
4324765,45562576,513,3695,"Postdysenteric arthropathy, right knee","Arthropathy of knee joint"
436206,45577393,574,3693,"Pathological fracture, left humerus, subsequent encounter for fracture with delayed healing","Pathological fracture - upper arm"
4149688,45560245,2641,3693,"Insect bite (nonvenomous), right foot, subsequent encounter","Insect bite, nonvenomous, of foot"
40305987,45577393,574,3693,"Pathological fracture, left humerus, subsequent encounter for fracture with delayed healing","Delayed union of fracture"
4053589,45550090,1554,3692,"Unspecified dislocation of right little finger, subsequent encounter","Traumatic dislocation of joint of finger"
433039,37201391,2094,3692,"Fracture of alveolus of right mandible, initial encounter for closed fracture","Closed fracture of alveolar border of body of mandible"
4012456,45589132,1312,3690,"Unspecified fracture of lower end of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC","Open fracture distal tibia"
4175616,45554308,670,3689,"Displaced spiral fracture of shaft of humerus, left arm, subsequent encounter for fracture with delayed healing","Fracture of shaft of humerus"
40305987,45554308,670,3689,"Displaced spiral fracture of shaft of humerus, left arm, subsequent encounter for fracture with delayed healing","Delayed union of fracture"
73574,45536040,701,3688,"Other fracture of upper end of right tibia, subsequent encounter for closed fracture with nonunion","Nonunion of fracture"
435666,45536040,701,3688,"Other fracture of upper end of right tibia, subsequent encounter for closed fracture with nonunion","Closed fracture of upper end of tibia"
441172,45555828,1011,3687,"Burn of third degree of unspecified site of right lower limb, except ankle and foot, sequela","Disorder due to and following burn"
4052226,45555828,1011,3687,"Burn of third degree of unspecified site of right lower limb, except ankle and foot, sequela","Sequelae of injuries of lower limb"
4050690,45583316,748,3683,"Laceration of muscle(s) and tendon(s) of the rotator cuff of right shoulder, sequela","Sequelae of open wound of upper limb"
432645,45557335,1288,3682,"Scleromalacia perforans, bilateral","Scleromalacia perforans"
4093228,45591923,2055,3680,"Unspecified soft tissue disorder related to use, overuse and pressure, right lower leg","Disorder of soft tissue of lower limb"
75354,45539011,2327,3679,"Other specified osteochondropathies, right lower leg","Osteochondropathy"
4116440,45562589,431,3678,"Rheumatoid myopathy with rheumatoid arthritis of right elbow","Rheumatoid arthritis of elbow"
4107913,45562589,431,3678,"Rheumatoid myopathy with rheumatoid arthritis of right elbow","Myopathy due to rheumatoid arthritis"
4137945,45569156,1273,3677,"Nondisplaced fracture of proximal third of navicular [scaphoid] bone of right wrist, subsequent encounter for fracture with routine healing","Fracture of scaphoid bone of wrist"
441172,45589630,885,3675,"Burn of third degree of left thigh, sequela","Disorder due to and following burn"
4052226,45589630,885,3675,"Burn of third degree of left thigh, sequela","Sequelae of injuries of lower limb"
197150,45587106,970,3675,"Stress fracture, left fibula, sequela","Late effect of fracture of lower extremities"
434512,45536235,311,3674,"Partial traumatic amputation at knee level, right lower leg, sequela","Late effect of traumatic amputation"
136854,45575086,1892,3674,"Burn of second degree of left shoulder, subsequent encounter","Partial thickness burn of shoulder"
37116509,45607823,2059,3674,"Puncture wound with foreign body of left wrist, initial encounter","Puncture wound of wrist with foreign body"
4050690,45598172,2406,3673,"Laceration without foreign body of right thumb without damage to nail, sequela","Sequelae of open wound of upper limb"
4218991,45535334,2637,3672,"Nursemaid's elbow, right elbow, subsequent encounter","Subluxation of radial head"
438021,45568942,1356,3672,"Other extraarticular fracture of lower end of right radius, sequela","Disorder due to and following fracture of upper limb"
4153695,45555525,1563,3671,"Puncture wound with foreign body, left ankle, initial encounter","Puncture wound of ankle"
40488823,45555525,1563,3671,"Puncture wound with foreign body, left ankle, initial encounter","Foreign body in lower limb"
4195813,45599814,1860,3670,"Other mechanical complication of prosthetic orbit of left eye, initial encounter","Disorders of prostheses and implants of the eye"
80809,45543437,737,3669,"Rheumatoid bursitis, right hand","Rheumatoid arthritis"
4211842,45543437,737,3669,"Rheumatoid bursitis, right hand","Bursitis of hand"
376424,45557456,2229,3668,"Monocular esotropia with A pattern, right eye","Monocular esotropia with A pattern"
4136721,45544559,492,3667,"Nondisplaced avulsion fracture of right ischium, subsequent encounter for fracture with routine healing","Fracture of ischium"
4113009,45544559,492,3667,"Nondisplaced avulsion fracture of right ischium, subsequent encounter for fracture with routine healing","Avulsion - injury"
4233830,45572627,1636,3665,"Fibrous dysplasia (monostotic), left lower leg","Monostotic fibrous dysplasia"
437312,45600976,1208,3664,"Postprocedural hemorrhage of left eye and adnexa following an ophthalmic procedure","Bleeding"
4180778,45600976,1208,3664,"Postprocedural hemorrhage of left eye and adnexa following an ophthalmic procedure","Visual system complication of procedure"
74763,45597880,1047,3661,"Displaced fracture of olecranon process without intraarticular extension of right ulna, subsequent encounter for open fracture type I or II with routine healing","Open fracture of olecranon process of ulna"
4094346,45535447,2858,3661,"Insect bite (nonvenomous) of right hand, subsequent encounter","Insect bite to hand - nonvenomous"
444189,45554668,1887,3661,"Other specified injuries of left elbow, subsequent encounter","Injury of elbow"
73574,45607402,859,3659,"Fracture of left shoulder girdle, part unspecified, subsequent encounter for fracture with nonunion","Nonunion of fracture"
4213266,45607402,859,3659,"Fracture of left shoulder girdle, part unspecified, subsequent encounter for fracture with nonunion","Fracture dislocation of joint of shoulder girdle"
443599,45605826,445,3659,"Other paralytic syndrome following unspecified cerebrovascular disease affecting right non-dominant side","Paralytic syndrome of nondominant side as late effect of stroke"
141474,45584740,1970,3659,"Burn of second degree of multiple left fingers (nail), including thumb, subsequent encounter","Partial thickness burn of hand"
4056460,45574252,1726,3658,"Laceration of blood vessel of right thumb, initial encounter","Injury of blood vessel of thumb"
443419,45574252,1726,3658,"Laceration of blood vessel of right thumb, initial encounter","Laceration - injury"
197150,45594035,1103,3655,"Other fracture of shaft of left fibula, sequela","Late effect of fracture of lower extremities"
81454,45569372,588,3653,"Other injury of extensor muscle, fascia and tendon of right middle finger at wrist and hand level, subsequent encounter","Injury of finger"
4194894,45569372,588,3653,"Other injury of extensor muscle, fascia and tendon of right middle finger at wrist and hand level, subsequent encounter","Muscle and tendon injury"
45766945,45578854,1802,3653,"Unspecified fracture of fifth metacarpal bone, left hand, initial encounter for open fracture","Open fracture of fifth metacarpal bone"
73574,45593223,946,3651,"Other fractures of lower end of right radius, subsequent encounter for closed fracture with nonunion","Nonunion of fracture"
443509,45546179,1981,3651,"Burn of unspecified degree of right hand, unspecified site, sequela","Disorder due to and following burn of wrist and hand"
437116,45593223,946,3651,"Other fractures of lower end of right radius, subsequent encounter for closed fracture with nonunion","Closed fracture of distal end of radius"
4153741,45544496,1324,3648,"Laceration without foreign body of abdominal wall, right lower quadrant with penetration into peritoneal cavity, initial encounter","Open wound of inguinal region"
4113942,45544496,1324,3648,"Laceration without foreign body of abdominal wall, right lower quadrant with penetration into peritoneal cavity, initial encounter","Injury of peritoneum"
4152935,45544496,1324,3648,"Laceration without foreign body of abdominal wall, right lower quadrant with penetration into peritoneal cavity, initial encounter","Laceration of abdomen"
4110915,45554230,2321,3648,"Abrasion of left upper arm, sequela","Disorder due to and following injury of upper limb"
601105,45557010,642,3648,"Malignant neoplasm of left acoustic nerve","Primary malignant neoplasm of left acoustic nerve"
434501,45564997,665,3648,"Displaced trimalleolar fracture of right lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing","Open trimalleolar fracture"
40482662,45557805,1525,3646,"Arthropathies in other specified diseases classified elsewhere, left ankle and foot","Disorder of joint of ankle and/or foot"
78586,45541197,1263,3646,"Unspecified sprain of left great toe, subsequent encounter","Sprain of interphalangeal joint of toe"
37108731,45541197,1263,3646,"Unspecified sprain of left great toe, subsequent encounter","Injury of left foot"
40480160,45543705,1501,3643,"Other osteoporosis with current pathological fracture, left ankle and foot, initial encounter for fracture","Osteoporotic fracture"
380097,37200310,953,3643,"Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral","Macular edema due to diabetes mellitus"
201820,37200310,953,3643,"Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral","Diabetes mellitus"
4110915,45539991,2068,3643,"Contusion of left forearm, sequela","Disorder due to and following injury of upper limb"
379814,45562139,1762,3642,"Lacrimal gland dislocation, bilateral lacrimal glands","Dislocation of lacrimal gland"
1077068,45576704,602,3641,"Glaucomatous flecks (subcapsular), left eye","Left glaukomflecken"
4096625,45539543,1913,3640,"Other specified injury of left vertebral artery, initial encounter","Injury of vertebral artery"
4018954,45588377,1088,3639,"Radial collateral ligament sprain of left elbow, subsequent encounter","Sprain of lateral collateral ligament of elbow joint"
37116487,45558710,2728,3638,"Open bite of right back wall of thorax without penetration into thoracic cavity, initial encounter","Open bite of thorax"
4056453,45535677,1811,3637,"Laceration of superficial palmar arch of right hand, initial encounter","Injury of superficial palmar arch"
45766942,45607749,1918,3637,"Salter-Harris Type III physeal fracture of lower end of radius, left arm, initial encounter for closed fracture","Closed fracture of distal epiphysis of radius"
4119619,45535677,1811,3637,"Laceration of superficial palmar arch of right hand, initial encounter","Arterial laceration"
434494,45593039,1953,3636,"Salter-Harris Type I physeal fracture of upper end of humerus, right arm, initial encounter for closed fracture","Closed fracture of upper end of humerus"
75048,45596601,1087,3633,"Interstitial myositis, right shoulder","Interstitial myositis"
40480160,45553274,1569,3631,"Age-related osteoporosis with current pathological fracture, left shoulder, initial encounter for fracture","Osteoporotic fracture"
4084229,45601306,1669,3631,"Idiopathic gout, right hip","Primary gout"
4138287,45603197,1968,3630,"Traumatic rupture of unspecified ligament of right wrist, initial encounter","Rupture of wrist ligament"
4058637,45550836,1117,3630,"Unspecified fracture of right toe(s), subsequent encounter for fracture with delayed healing","Fracture of phalanx of foot"
40305987,45550836,1117,3630,"Unspecified fracture of right toe(s), subsequent encounter for fracture with delayed healing","Delayed union of fracture"
73574,45540318,1175,3629,"Displaced fracture of distal pole of navicular [scaphoid] bone of right wrist, subsequent encounter for fracture with nonunion","Nonunion of fracture"
4137945,45540318,1175,3629,"Displaced fracture of distal pole of navicular [scaphoid] bone of right wrist, subsequent encounter for fracture with nonunion","Fracture of scaphoid bone of wrist"
194209,45554920,1639,3629,"Laceration of blood vessel of right middle finger, initial encounter","Digital blood vessel injury"
437693,45584249,920,3629,"Displaced comminuted fracture of shaft of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing","Open fracture of shaft of tibia"
443419,45554920,1639,3629,"Laceration of blood vessel of right middle finger, initial encounter","Laceration - injury"
4056580,45540547,1118,3628,"Strain of unspecified muscle, fascia and tendon at wrist and hand level, left hand, sequela","Disorder due to and following injury of muscle and tendon of upper limb"
73574,45579721,795,3627,"Nondisplaced fracture of third metatarsal bone, left foot, subsequent encounter for fracture with nonunion","Nonunion of fracture"
435644,45579721,795,3627,"Nondisplaced fracture of third metatarsal bone, left foot, subsequent encounter for fracture with nonunion","Metatarsal bone fracture"
4138414,45560299,1203,3627,"Displaced other fracture of tuberosity of left calcaneus, subsequent encounter for fracture with routine healing","Fracture of calcaneus"
433762,45557387,1072,3626,"Unspecified disseminated chorioretinal inflammation, right eye","Disseminated chorioretinitis"
72516,45604131,2239,3623,"Burn of unspecified degree of left knee, initial encounter","Burn of knee"
4219823,45550787,2093,3623,"Nondisplaced fracture of lateral cuneiform of left foot, initial encounter for closed fracture","Closed fracture of lateral cuneiform bone of foot"
78276,45549352,1391,3621,"Unspecified fracture of left ilium, initial encounter for open fracture","Open fracture of ilium"
444188,45560380,1246,3620,"Other dislocation of right foot, subsequent encounter","Traumatic dislocation of joint of foot"
135429,45589647,2539,3617,"Burn of first degree of right toe(s) (nail), initial encounter","Epidermal burn of toe"
4311941,45564290,1300,3616,"Displaced fracture of body of hamate [unciform] bone, left wrist, subsequent encounter for fracture with routine healing","Fracture of hamate bone of wrist"
1076246,45579346,704,3614,"Displaced comminuted fracture of left patella, subsequent encounter for closed fracture with delayed healing","Closed comminuted fracture of patella"
40305987,45579346,704,3614,"Displaced comminuted fracture of left patella, subsequent encounter for closed fracture with delayed healing","Delayed union of fracture"
4009302,45578425,2167,3614,"Other physeal fracture of upper end of humerus, right arm, initial encounter for closed fracture","Closed fracture of humerus, upper epiphysis"
4135751,45536334,1212,3612,"Nondisplaced dome fracture of right talus, subsequent encounter for fracture with routine healing","Fracture of talus"
437116,45549784,869,3612,"Other extraarticular fracture of lower end of left radius, subsequent encounter for closed fracture with delayed healing","Closed fracture of distal end of radius"
40305987,45549784,869,3612,"Other extraarticular fracture of lower end of left radius, subsequent encounter for closed fracture with delayed healing","Delayed union of fracture"
4259507,45567434,1033,3611,"Unspecified juvenile rheumatoid arthritis, left ankle and foot","Juvenile idiopathic arthritis"
40482662,45567434,1033,3611,"Unspecified juvenile rheumatoid arthritis, left ankle and foot","Disorder of joint of ankle and/or foot"
433909,45604020,2086,3610,"Foreign body on external eye, part unspecified, left eye, subsequent encounter","Foreign body on external eye"
4166906,45549909,2001,3609,"Other superficial bite of left middle finger, initial encounter","Superficial injury of finger"
4151842,45549909,2001,3609,"Other superficial bite of left middle finger, initial encounter","Bite - wound"
437312,45572025,1222,3608,"Postprocedural hemorrhage of right eye and adnexa following an ophthalmic procedure","Bleeding"
4180778,45572025,1222,3608,"Postprocedural hemorrhage of right eye and adnexa following an ophthalmic procedure","Visual system complication of procedure"
439162,45594037,851,3608,"Displaced fracture of medial malleolus of right tibia, subsequent encounter for closed fracture with malunion","Closed fracture of medial malleolus"
4115181,45594037,851,3608,"Displaced fracture of medial malleolus of right tibia, subsequent encounter for closed fracture with malunion","Fracture malunion - lower leg"
438021,45543692,904,3605,"Age-related osteoporosis with current pathological fracture, left humerus, sequela","Disorder due to and following fracture of upper limb"
4012455,45545751,872,3605,"Other fracture of lower end of left tibia, subsequent encounter for closed fracture with delayed healing","Closed fracture distal tibia"
40305987,45545751,872,3605,"Other fracture of lower end of left tibia, subsequent encounter for closed fracture with delayed healing","Delayed union of fracture"
73574,45592921,570,3604,"3-part fracture of surgical neck of right humerus, subsequent encounter for fracture with nonunion","Nonunion of fracture"
37116630,45592921,570,3604,"3-part fracture of surgical neck of right humerus, subsequent encounter for fracture with nonunion","Fracture of surgical neck of humerus"
380405,45576650,1916,3603,"Displacement (lateral) of globe, right eye","Lateral displacement of eye"
436513,45601980,802,3603,"Longitudinal reduction defect of right fibula","Longitudinal deficiency of fibula"
73574,45594257,794,3602,"Nondisplaced fracture of fourth metatarsal bone, left foot, subsequent encounter for fracture with nonunion","Nonunion of fracture"
435644,45594257,794,3602,"Nondisplaced fracture of fourth metatarsal bone, left foot, subsequent encounter for fracture with nonunion","Metatarsal bone fracture"
36715600,37201316,1744,3602,"Fracture of subcondylar process of left mandible, subsequent encounter for fracture with routine healing","Fracture of subcondylar process of mandible"
197150,45584269,1092,3602,"Other fracture of shaft of left tibia, sequela","Late effect of fracture of lower extremities"
377555,45586433,1811,3602,"Solar retinopathy, left eye","Solar retinopathy"
433618,45535983,1066,3600,"Unspecified fracture of right patella, subsequent encounter for open fracture type I or II with routine healing","Open fracture of patella"
197150,45577405,913,3599,"Pathological fracture, left tibia, sequela","Late effect of fracture of lower extremities"
4175171,45606404,2153,3599,"Pathological fracture in other disease, left foot, initial encounter for fracture","Pathological fracture of foot"
78276,45602367,1411,3598,"Unspecified fracture of right ilium, initial encounter for open fracture","Open fracture of ilium"
4347302,45538840,1701,3596,"Synovial hypertrophy, not elsewhere classified, right ankle and foot","Synovial hypertrophy"
37118664,45608253,1453,3596,"Unspecified injury of femoral artery, right leg, subsequent encounter","Injury of femoral artery"
80232,45574870,1877,3596,"Nondisplaced other fracture of tuberosity of right calcaneus, initial encounter for closed fracture","Closed fracture of calcaneus"
444115,45601531,1475,3596,"Other specified bursopathies, right hip","Disorder of bursa"
73341,45535159,878,3596,"Displaced fracture of head of right radius, subsequent encounter for closed fracture with delayed healing","Closed fracture of head of radius"
40305987,45535159,878,3596,"Displaced fracture of head of right radius, subsequent encounter for closed fracture with delayed healing","Delayed union of fracture"
134243,45546227,1581,3594,"Burn of second degree of left knee, subsequent encounter","Partial thickness burn of knee"
435956,45608117,555,3594,"Nondisplaced fracture of base of neck of right femur, subsequent encounter for closed fracture with delayed healing","Closed fracture of base of neck of femur"
4326828,45596786,1548,3594,"Idiopathic aseptic necrosis of right hand","Osteonecrosis of bone of upper limb"
40305987,45608117,555,3594,"Nondisplaced fracture of base of neck of right femur, subsequent encounter for closed fracture with delayed healing","Delayed union of fracture"
35624443,45538844,2298,3593,"Ganglion, right hip","Ganglion cyst of hip"
4153254,45606860,1974,3592,"Puncture wound with foreign body of left cheek and temporomandibular area, initial encounter","Puncture wound of cheek"
4135090,45592990,1745,3592,"Subluxation of unspecified parts of right shoulder girdle, initial encounter","Subluxation of joint of upper limb"
4177623,45606860,1974,3592,"Puncture wound with foreign body of left cheek and temporomandibular area, initial encounter","Foreign body in skin of cheek"
133078,45594414,2506,3590,"Burn of first degree of right shoulder, initial encounter","Epidermal burn of shoulder"
4175171,45534015,2205,3590,"Pathological fracture in other disease, right foot, initial encounter for fracture","Pathological fracture of foot"
73574,45569752,489,3587,"Displaced comminuted fracture of shaft of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion","Nonunion of fracture"
4110915,45607295,2185,3587,"Abrasion of right upper arm, sequela","Disorder due to and following injury of upper limb"
437693,45569752,489,3587,"Displaced comminuted fracture of shaft of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion","Open fracture of shaft of tibia"
441676,45577747,695,3587,"Longitudinal reduction defect of radius, bilateral","Longitudinal deficiency of radius"
80210,45592389,1151,3585,"Other reduction defects of upper limb, bilateral","Reduction deformity of upper limb"
4015988,45559958,605,3584,"Displaced transverse fracture of right patella, subsequent encounter for closed fracture with delayed healing","Closed fracture patella, transverse"
40305987,45559958,605,3584,"Displaced transverse fracture of right patella, subsequent encounter for closed fracture with delayed healing","Delayed union of fracture"
40480946,45586610,1004,3583,"Monoplegia of lower limb following cerebral infarction affecting right non-dominant side","Monoplegia of nondominant lower limb as a late effect of cerebrovascular accident"
133628,45607041,1131,3583,"Unspecified open wound of right back wall of thorax without penetration into thoracic cavity, sequela","Late effect of open wound of head, neck and trunk"
4086220,45535442,1883,3583,"Blister (nonthermal) of right hand, subsequent encounter","Traumatic blister of hand"
44782759,45567244,1420,3583,"Chronic embolism and thrombosis of subclavian vein, bilateral","Chronic thrombosis of subclavian vein"
44784606,45551087,1595,3579,"Corrosion of cornea and conjunctival sac, left eye, subsequent encounter","Burn of cornea and conjunctival sac"
4067766,45543743,1780,3578,"Pathological fracture in neoplastic disease, right shoulder, initial encounter for fracture","Pathologic fracture of bone at site of neoplasm"
4151680,45563959,2216,3576,"Puncture wound without foreign body of right forearm, subsequent encounter","Puncture wound of forearm"
438021,45583432,1406,3575,"Unspecified fracture of shaft of right radius, sequela","Disorder due to and following fracture of upper limb"
4117230,45577200,2127,3575,"Cystic meniscus, posterior horn of lateral meniscus, right knee","Cyst of lateral meniscus"
4043672,45579007,2360,3572,"Injury of unspecified nerve at wrist and hand level of left arm, initial encounter","Injury of nerve of upper extremity"
759916,725424,2075,3572,"Juvenile osteochondrosis of tibia tubercle, left leg","Juvenile osteochondrosis of tibial tubercle of left knee"
79962,45598112,2198,3571,"Crushing injury of right elbow, initial encounter","Crushing injury of elbow"
45766948,45593450,1582,3569,"Displaced fracture of neck of fifth metacarpal bone, right hand, initial encounter for open fracture","Open fracture of neck of fifth metacarpal bone"
40483538,45557574,531,3569,"Atherosclerosis of unspecified type of bypass graft(s) of the left leg with ulceration of ankle","Atherosclerosis of bypass graft of limb"
197304,45557574,531,3569,"Atherosclerosis of unspecified type of bypass graft(s) of the left leg with ulceration of ankle","Ulcer of lower extremity"
4050692,45535852,448,3568,"Nondisplaced comminuted fracture of shaft of right femur, sequela","Sequelae of fracture of femur"
372654,45538410,847,3568,"Other paralytic syndrome following other nontraumatic intracranial hemorrhage, bilateral","Paralytic syndrome as late effect of stroke"
4323194,45579141,720,3566,"Displaced fracture of greater trochanter of right femur, subsequent encounter for closed fracture with malunion","Malunion of fracture of proximal femur"
4335747,45591443,2302,3566,"Unspecified disease of right inner ear","Disorder of inner ear"
4167914,45579141,720,3566,"Displaced fracture of greater trochanter of right femur, subsequent encounter for closed fracture with malunion","Closed fracture of femur, greater trochanter"
4134309,45545314,1531,3566,"Unspecified sprain of left ring finger, subsequent encounter","Sprain of ligament of finger"
133628,45583022,1055,3565,"Unspecified open wound of abdominal wall, right upper quadrant without penetration into peritoneal cavity, sequela","Late effect of open wound of head, neck and trunk"
37116521,45564518,2121,3565,"Strain of extensor muscle, fascia and tendon of right index finger at wrist and hand level, initial encounter","Strain of finger"
4050690,45602981,2384,3564,"Laceration without foreign body of right middle finger without damage to nail, sequela","Sequelae of open wound of upper limb"
42534962,45608034,863,3564,"Strain of extensor muscle, fascia and tendon of left thumb at wrist and hand level, subsequent encounter","Injury of left hand"
4115836,45582101,1379,3564,"Pathological dislocation of right ankle, not elsewhere classified","Pathological dislocation of ankle joint"
4052824,45553799,2179,3563,"Open bite of right cheek and temporomandibular area, subsequent encounter","Open wound of cheek"
441974,45602846,1094,3563,"Unspecified fracture of right forearm, subsequent encounter for closed fracture with malunion","Closed fracture of forearm"
4115179,45602846,1094,3563,"Unspecified fracture of right forearm, subsequent encounter for closed fracture with malunion","Fracture malunion - forearm"
4151842,45553799,2179,3563,"Open bite of right cheek and temporomandibular area, subsequent encounter","Bite - wound"
4004138,35210900,923,3562,"Cleft lip, median","Central cleft lip"
