"concept_id_1","concept_id_2","Patient.Count","Event.Count","concept_name.y","concept_name.x"
37118662,45598346,244,330,"Subluxation of proximal interphalangeal joint of left thumb, initial encounter","Traumatic dislocation of interphalangeal joint of thumb"
45766902,45601610,93,329,"Pathological fracture in other disease, right ulna, subsequent encounter for fracture with routine healing","Pathological fracture of ulna"
133628,45549302,136,329,"Laceration without foreign body of abdominal wall, left lower quadrant without penetration into peritoneal cavity, sequela","Late effect of open wound of head, neck and trunk"
434814,45594893,171,329,"Other complications of foreign body accidentally left in body following surgical operation, sequela","Late effect of medical and surgical care complication"
4116717,45541010,140,329,"Other specified injury of unspecified tibial artery, left leg, initial encounter","Injury of artery of lower limb"
438024,45541010,140,329,"Other specified injury of unspecified tibial artery, left leg, initial encounter","Injury of tibial blood vessel"
74182,45568529,155,329,"Unspecified fracture of left ischium, initial encounter for open fracture","Open fracture of ischium"
201164,45597814,146,329,"Unspecified injury of unspecified blood vessel at shoulder and upper arm level, left arm, subsequent encounter","Injury of blood vessels of upper extremity"
438021,45549745,101,328,"Nondisplaced comminuted fracture of shaft of radius, right arm, sequela","Disorder due to and following fracture of upper limb"
441172,45560575,133,328,"Burn of first degree of right thigh, sequela","Disorder due to and following burn"
73574,45544710,69,328,"Nondisplaced spiral fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion","Nonunion of fracture"
373648,45568166,244,328,"External constriction of left eyelid and periocular area, initial encounter","Superficial injury of eyelid AND/OR periocular area"
4149044,45598069,127,328,"Unspecified injury of ulnar artery at forearm level, right arm, subsequent encounter","Injury of ulnar artery"
4175616,45544710,69,328,"Nondisplaced spiral fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion","Fracture of shaft of humerus"
4052226,45560575,133,328,"Burn of first degree of right thigh, sequela","Sequelae of injuries of lower limb"
4015987,45579216,112,328,"Displaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type I or II with routine healing","Open fracture distal femur, lateral condyle"
4056580,45602618,93,328,"Unspecified injury of muscle, fascia and tendon of triceps, left arm, sequela","Disorder due to and following injury of muscle and tendon of upper limb"
4296627,45583081,100,328,"Other fracture of right ilium, subsequent encounter for fracture with delayed healing","Fracture of ilium"
433340,45563858,92,328,"Nondisplaced fracture (avulsion) of medial epicondyle of right humerus, initial encounter for open fracture","Open fracture of medial condyle of humerus"
4115182,45608642,68,328,"Displaced other fracture of tuberosity of left calcaneus, subsequent encounter for fracture with malunion","Fracture malunion - ankle and/or foot"
45763685,45563858,92,328,"Nondisplaced fracture (avulsion) of medial epicondyle of right humerus, initial encounter for open fracture","Avulsion fracture of medial epicondyle of humerus"
4138414,45608642,68,328,"Displaced other fracture of tuberosity of left calcaneus, subsequent encounter for fracture with malunion","Fracture of calcaneus"
40305987,45583081,100,328,"Other fracture of right ilium, subsequent encounter for fracture with delayed healing","Delayed union of fracture"
80232,37201536,204,328,"Salter-Harris Type II physeal fracture of right calcaneus, initial encounter for closed fracture","Closed fracture of calcaneus"
73574,45559777,66,328,"Displaced apophyseal fracture of right femur, subsequent encounter for closed fracture with nonunion","Nonunion of fracture"
4050552,45554613,234,328,"Unspecified injury of vein at forearm level, right arm, initial encounter","Injury of vein at forearm level"
45767623,45559777,66,328,"Displaced apophyseal fracture of right femur, subsequent encounter for closed fracture with nonunion","Closed fracture of apophysis of femur"
4133610,45578416,70,328,"Unspecified physeal fracture of upper end of humerus, right arm, subsequent encounter for fracture with malunion","Fracture of upper end of humerus"
317713,45578082,134,328,"Unspecified injury of intercostal blood vessels, right side, subsequent encounter","Injury of blood vessels of thorax"
4118909,45578416,70,328,"Unspecified physeal fracture of upper end of humerus, right arm, subsequent encounter for fracture with malunion","Fracture malunion - upper arm"
73574,45559482,95,327,"Bennett's fracture, right hand, subsequent encounter for fracture with nonunion","Nonunion of fracture"
197150,45555361,75,327,"Displaced segmental fracture of shaft of right fibula, sequela","Late effect of fracture of lower extremities"
4189553,45559482,95,327,"Bennett's fracture, right hand, subsequent encounter for fracture with nonunion","Bennett's fracture"
4233830,45582313,178,327,"Fibrous dysplasia (monostotic), right hand","Monostotic fibrous dysplasia"
443509,45599264,209,327,"Burn of second degree of right thumb (nail), sequela","Disorder due to and following burn of wrist and hand"
4197114,45576630,215,327,"Abnormal innervation syndrome left lower eyelid","Jaw-winking syndrome"
436526,45568249,104,327,"Traumatic hemorrhage of left cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter","Intracranial hemorrhage following injury with prolonged loss of consciousness AND return to pre-existing conscious level"
133669,45599319,227,327,"Corrosion of first degree of right lower leg, initial encounter","Epidermal burn of lower leg"
4110915,45588100,126,327,"Subluxation of right scapula, sequela","Disorder due to and following injury of upper limb"
72986,45577457,203,326,"Idiopathic aseptic necrosis of right fibula","Disorder of lower leg"
73574,45603053,139,326,"Unspecified fracture of first metacarpal bone, right hand, subsequent encounter for fracture with nonunion","Nonunion of fracture"
37164468,45577457,203,326,"Idiopathic aseptic necrosis of right fibula","Idiopathic avascular necrosis of bone"
442268,45574836,110,326,"Open bite of left lesser toe(s) without damage to nail, subsequent encounter","Open wound of toe without complication"
4010385,45603053,139,326,"Unspecified fracture of first metacarpal bone, right hand, subsequent encounter for fracture with nonunion","Fracture of first metacarpal bone"
4151842,45574836,110,326,"Open bite of left lesser toe(s) without damage to nail, subsequent encounter","Bite - wound"
4115182,45594199,54,326,"Displaced avulsion fracture of tuberosity of right calcaneus, subsequent encounter for fracture with malunion","Fracture malunion - ankle and/or foot"
4138414,45594199,54,326,"Displaced avulsion fracture of tuberosity of right calcaneus, subsequent encounter for fracture with malunion","Fracture of calcaneus"
75047,45539920,121,326,"Dislocation of left scapula, subsequent encounter","Dislocation of joint of upper limb"
36715602,37201359,134,326,"Fracture of ramus of left mandible, subsequent encounter for fracture with delayed healing","Fracture of ramus of mandible"
40305987,37201359,134,326,"Fracture of ramus of left mandible, subsequent encounter for fracture with delayed healing","Delayed union of fracture"
72401,45596468,196,326,"Kaschin-Beck disease, right elbow","Kashin-Bek disease"
438021,45592954,76,326,"Nondisplaced segmental fracture of shaft of humerus, right arm, sequela","Disorder due to and following fracture of upper limb"
4136721,45583117,74,326,"Other specified fracture of left ischium, subsequent encounter for fracture with delayed healing","Fracture of ischium"
45763685,45554328,73,326,"Nondisplaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with delayed healing","Avulsion fracture of medial epicondyle of humerus"
40305987,45554328,73,326,"Nondisplaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with delayed healing","Delayed union of fracture"
40305987,45583117,74,326,"Other specified fracture of left ischium, subsequent encounter for fracture with delayed healing","Delayed union of fracture"
73854,45548457,109,325,"Myositis ossificans progressiva, left shoulder","Progressive myositis ossificans"
4035436,45562618,162,325,"Other secondary gout, left shoulder","Secondary gout"
4053503,45602300,189,325,"Primary blast injury of lung, bilateral, initial encounter","Blast lung"
4135749,45540728,55,325,"Torus fracture of lower end of left femur, subsequent encounter for fracture with delayed healing","Fracture of distal end of femur"
4337263,45573545,79,325,"Displaced fracture of acromial process, right shoulder, subsequent encounter for fracture with malunion","Fracture of acromial process of scapula"
4115178,45573545,79,325,"Displaced fracture of acromial process, right shoulder, subsequent encounter for fracture with malunion","Fracture malunion - shoulder"
40305987,45540728,55,325,"Torus fracture of lower end of left femur, subsequent encounter for fracture with delayed healing","Delayed union of fracture"
4160354,45596807,201,325,"Other disorders of bone development and growth, left ulna","Disorder of bone development"
433047,45554416,171,325,"Unspecified fracture of upper end of left ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC","Open fracture of proximal end of ulna"
433047,45607477,43,325,"Unspecified fracture of upper end of left ulna, subsequent encounter for open fracture type I or II with delayed healing","Open fracture of proximal end of ulna"
4135751,45594226,81,325,"Nondisplaced avulsion fracture (chip fracture) of left talus, subsequent encounter for fracture with delayed healing","Fracture of talus"
40305987,45594226,81,325,"Nondisplaced avulsion fracture (chip fracture) of left talus, subsequent encounter for fracture with delayed healing","Delayed union of fracture"
40305987,45607477,43,325,"Unspecified fracture of upper end of left ulna, subsequent encounter for open fracture type I or II with delayed healing","Delayed union of fracture"
36715611,45549101,148,324,"Partial traumatic amputation of right ear, subsequent encounter","Traumatic partial amputation of external ear"
441172,45604170,59,324,"Burns of other specified parts of right eye and adnexa, sequela","Disorder due to and following burn"
4009436,45573730,65,324,"Nondisplaced fracture of olecranon process with intraarticular extension of left ulna, subsequent encounter for closed fracture with delayed healing","Closed fracture olecranon, intra-articular"
4110915,45574183,48,324,"Dislocation of radiocarpal joint of right wrist, sequela","Disorder due to and following injury of upper limb"
433887,45545540,62,324,"Displaced supracondylar fracture without intracondylar extension of lower end of right femur, subsequent encounter for open fracture type I or II with delayed healing","Open supracondylar fracture of femur"
40305987,45545540,62,324,"Displaced supracondylar fracture without intracondylar extension of lower end of right femur, subsequent encounter for open fracture type I or II with delayed healing","Delayed union of fracture"
40305987,45573730,65,324,"Nondisplaced fracture of olecranon process with intraarticular extension of left ulna, subsequent encounter for closed fracture with delayed healing","Delayed union of fracture"
437400,45573789,135,324,"Other fracture of shaft of right ulna, subsequent encounter for closed fracture with malunion","Closed fracture of shaft of ulna"
438903,45597387,194,324,"Unspecified injury of left external jugular vein, initial encounter","Injury of external jugular vein"
4115179,45573789,135,324,"Other fracture of shaft of right ulna, subsequent encounter for closed fracture with malunion","Fracture malunion - forearm"
4175616,45539878,78,324,"Nondisplaced oblique fracture of shaft of humerus, right arm, subsequent encounter for fracture with delayed healing","Fracture of shaft of humerus"
77653,45557915,175,324,"Myositis ossificans traumatica, left ankle and foot","Traumatic myositis ossificans"
4221998,37201231,178,324,"Malar fracture, left side, initial encounter for open fracture","Open fracture of zygoma"
40305987,45539878,78,324,"Nondisplaced oblique fracture of shaft of humerus, right arm, subsequent encounter for fracture with delayed healing","Delayed union of fracture"
75048,45596606,67,324,"Interstitial myositis, left hand","Interstitial myositis"
4110915,45588706,128,323,"Laceration of blood vessel of right middle finger, sequela","Disorder due to and following injury of upper limb"
440825,37200757,59,323,"Incomplete atypical femoral fracture, right leg, subsequent encounter for fracture with delayed healing","Fracture of shaft of femur"
40305987,37200757,59,323,"Incomplete atypical femoral fracture, right leg, subsequent encounter for fracture with delayed healing","Delayed union of fracture"
4049121,45579233,47,323,"Displaced fracture of lower epiphysis (separation) of right femur, subsequent encounter for open fracture type I or II with routine healing","Separated epiphysis"
443113,45579233,47,323,"Displaced fracture of lower epiphysis (separation) of right femur, subsequent encounter for open fracture type I or II with routine healing","Open fracture of femur, lower epiphysis"
4189529,45565825,207,323,"Obstruction due to foreign body accidentally left in body following unspecified procedure, initial encounter","Obstruction due to foreign body accidentally left in operative wound AND/OR body cavity during a procedure"
133914,45550987,230,323,"Burn of first degree of right thumb (nail), subsequent encounter","Epidermal burn of thumb"
4110915,45583466,136,323,"Bent bone of left radius, sequela","Disorder due to and following injury of upper limb"
1076081,45562604,151,323,"Other juvenile arthritis, left elbow","Juvenile idiopathic arthritis of left elbow"
438005,45545783,94,323,"Nondisplaced comminuted fracture of shaft of left fibula, subsequent encounter for closed fracture with delayed healing","Closed fracture of shaft of fibula"
40305987,45545783,94,323,"Nondisplaced comminuted fracture of shaft of left fibula, subsequent encounter for closed fracture with delayed healing","Delayed union of fracture"
441979,45540860,95,322,"Other fracture of upper end of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing","Open fracture of upper end of tibia"
4053593,45534908,152,322,"Unspecified injury of descending [left] colon, subsequent encounter","Injury of descending colon"
4056580,45598086,63,322,"Laceration of flexor muscle, fascia and tendon of right index finger at forearm level, sequela","Disorder due to and following injury of muscle and tendon of upper limb"
4115179,45535174,30,322,"Nondisplaced fracture of neck of left radius, subsequent encounter for closed fracture with malunion","Fracture malunion - forearm"
80495,45557796,79,322,"Palindromic rheumatism, left hip","Palindromic rheumatism of pelvic region and thigh"
197150,45555367,99,322,"Nondisplaced segmental fracture of shaft of left fibula, sequela","Late effect of fracture of lower extremities"
4046019,45593209,119,322,"Smith's fracture of left radius, initial encounter for open fracture type I or II","Open reverse Colles' fracture"
436837,45535174,30,322,"Nondisplaced fracture of neck of left radius, subsequent encounter for closed fracture with malunion","Closed fracture of neck of radius"
4018628,45545308,111,322,"Traumatic rupture of other ligament of right middle finger at metacarpophalangeal and interphalangeal joint, subsequent encounter","Complete tear of ligament of finger"
4056579,45593505,182,322,"Nondisplaced fracture of middle phalanx of left index finger, sequela","Disorder due to and following fracture at wrist and/or hand level"
4151842,45541068,139,322,"Other superficial bite of ankle, left ankle, subsequent encounter","Bite - wound"
4166908,45541068,139,322,"Other superficial bite of ankle, left ankle, subsequent encounter","Superficial injury of ankle"
438005,45608429,73,322,"Nondisplaced spiral fracture of shaft of left fibula, subsequent encounter for closed fracture with delayed healing","Closed fracture of shaft of fibula"
40305987,45608429,73,322,"Nondisplaced spiral fracture of shaft of left fibula, subsequent encounter for closed fracture with delayed healing","Delayed union of fracture"
45766902,45606391,107,321,"Pathological fracture in other disease, left ulna, subsequent encounter for fracture with routine healing","Pathological fracture of ulna"
4179811,45540813,43,321,"Nondisplaced osteochondral fracture of right patella, subsequent encounter for closed fracture with nonunion","Closed osteochondral fracture of patella"
45771437,45539712,182,321,"Displaced fracture of posterior wall of right acetabulum, initial encounter for open fracture","Open fracture of posterior wall of acetabulum"
73574,45540813,43,321,"Nondisplaced osteochondral fracture of right patella, subsequent encounter for closed fracture with nonunion","Nonunion of fracture"
4056580,45540532,78,321,"Unspecified injury of extensor muscle, fascia and tendon of left middle finger at wrist and hand level, sequela","Disorder due to and following injury of muscle and tendon of upper limb"
133628,45558707,160,320,"Laceration without foreign body of right back wall of thorax without penetration into thoracic cavity, sequela","Late effect of open wound of head, neck and trunk"
4134336,45570018,85,320,"Fracture of unspecified tarsal bone(s) of left foot, subsequent encounter for fracture with malunion","Fracture of tarsal bone"
378048,45579859,224,320,"Corrosion of unspecified degree of left ear [any part, except ear drum], initial encounter","Burn of ear"
4115182,45570018,85,320,"Fracture of unspecified tarsal bone(s) of left foot, subsequent encounter for fracture with malunion","Fracture malunion - ankle and/or foot"
434814,45537014,214,320,"Unspecified complication of foreign body accidentally left in body following aspiration, puncture or other catheterization, sequela","Late effect of medical and surgical care complication"
194209,45574254,233,320,"Unspecified injury of blood vessel of right ring finger, initial encounter","Digital blood vessel injury"
381850,45543058,209,320,"Retained (old) magnetic foreign body in anterior chamber, right eye","Retained magnetic foreign body in anterior chamber"
440863,45540644,59,320,"Displaced intertrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing","Open intertrochanteric fracture"
4069318,45534069,189,320,"Hypertrophy of bone, right radius","Hypertrophy of bone"
40305987,45540644,59,320,"Displaced intertrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing","Delayed union of fracture"
37110664,45593290,107,320,"Strain of extensor muscle, fascia and tendon of right index finger at forearm level, subsequent encounter","Strain of fascia of extensor muscle of finger at forearm level"
133628,45558822,111,320,"Puncture wound without foreign body of right buttock, sequela","Late effect of open wound of head, neck and trunk"
432473,45579123,53,320,"Displaced fracture of base of neck of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing","Open fracture of base of neck of femur"
4015352,45574149,85,320,"Other fracture of fifth metacarpal bone, left hand, subsequent encounter for fracture with nonunion","Fracture of metacarpal bone"
4184657,45548492,206,320,"Other infective bursitis, right wrist","Bursitis of wrist"
73574,45574149,85,320,"Other fracture of fifth metacarpal bone, left hand, subsequent encounter for fracture with nonunion","Nonunion of fracture"
37116486,45549201,154,320,"Laceration with foreign body of right back wall of thorax without penetration into thoracic cavity, subsequent encounter","Laceration of thorax with foreign body"
37116486,45587734,177,320,"Laceration with foreign body of right back wall of thorax with penetration into thoracic cavity, initial encounter","Laceration of thorax with foreign body"
37110665,45593290,107,320,"Strain of extensor muscle, fascia and tendon of right index finger at forearm level, subsequent encounter","Strain of tendon of extensor muscle of finger at forearm level"
4056453,45579011,216,320,"Unspecified injury of superficial palmar arch of left hand, initial encounter","Injury of superficial palmar arch"
37110663,45593290,107,320,"Strain of extensor muscle, fascia and tendon of right index finger at forearm level, subsequent encounter","Strain of extensor muscle of finger at forearm level"
73574,45535308,42,319,"Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type I or II with nonunion","Nonunion of fracture"
440546,45535308,42,319,"Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type I or II with nonunion","Open fracture of distal end of radius"
4073923,45564981,75,319,"Torus fracture of upper end of right fibula, subsequent encounter for fracture with delayed healing","Fracture of upper end of fibula"
40305987,45564981,75,319,"Torus fracture of upper end of right fibula, subsequent encounter for fracture with delayed healing","Delayed union of fracture"
438021,45588039,127,319,"Greenstick fracture of shaft of humerus, left arm, sequela","Disorder due to and following fracture of upper limb"
4056567,45560171,108,319,"Laceration of lesser saphenous vein at lower leg level, left leg, initial encounter","Injury of lesser saphenous vein at lower leg level"
4056579,45545159,97,319,"Displaced fracture of body of hamate [unciform] bone, left wrist, sequela","Disorder due to and following fracture at wrist and/or hand level"
4124868,45560171,108,319,"Laceration of lesser saphenous vein at lower leg level, left leg, initial encounter","Venous laceration"
37205092,45608004,140,319,"Injury of digital nerve of left ring finger, sequela","Disorder due to and following injury of nerve of upper limb"
437121,45539901,123,319,"Other nondisplaced fracture of lower end of right humerus, initial encounter for open fracture","Open fracture of lower end of humerus"
4062388,45593276,201,318,"Other injury of flexor muscle, fascia and tendon of left index finger at forearm level, initial encounter","Injury of muscle and tendon at forearm level"
73616,45593409,155,318,"Displaced fracture of lunate [semilunar], right wrist, initial encounter for open fracture","Open fracture of lunate bone of wrist"
4053403,45558611,225,318,"Primary blast injury of right ear, initial encounter","Blast injury to ears"
75692,45551060,118,318,"Corrosion of third degree of left knee, initial encounter","Full thickness burn of knee"
440856,45545496,78,318,"Displaced spiral fracture of shaft of right femur, subsequent encounter for open fracture type I or II with routine healing","Open fracture of shaft of femur"
252758,37201200,90,318,"Other fracture of occiput, left side, sequela","Late effect of fracture of skull AND/OR face bones"
380097,37200088,91,318,"Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye","Macular edema due to diabetes mellitus"
4062388,45602891,206,318,"Other injury of flexor muscle, fascia and tendon of right little finger at forearm level, initial encounter","Injury of muscle and tendon at forearm level"
440272,45584127,97,318,"Crushing injury of right thigh, sequela","Late effect of crushing injury"
37016356,37200088,91,318,"Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye","Mild nonproliferative retinopathy due to secondary diabetes mellitus"
4133194,45589300,124,318,"Salter-Harris Type II physeal fracture of lower end of left tibia, subsequent encounter for fracture with delayed healing","Fracture of distal end of tibia"
73574,45564308,93,318,"Other displaced fracture of base of first metacarpal bone, right hand, subsequent encounter for fracture with nonunion","Nonunion of fracture"
4320634,45564308,93,318,"Other displaced fracture of base of first metacarpal bone, right hand, subsequent encounter for fracture with nonunion","Fracture of base of thumb"
197150,45577424,79,318,"Pathological fracture in other disease, right tibia, sequela","Late effect of fracture of lower extremities"
4058637,45608702,83,318,"Displaced fracture of middle phalanx of left lesser toe(s), subsequent encounter for fracture with malunion","Fracture of phalanx of foot"
4110915,45607951,146,318,"Unspecified subluxation of right thumb, sequela","Disorder due to and following injury of upper limb"
4115182,45608702,83,318,"Displaced fracture of middle phalanx of left lesser toe(s), subsequent encounter for fracture with malunion","Fracture malunion - ankle and/or foot"
40305987,45589300,124,318,"Salter-Harris Type II physeal fracture of lower end of left tibia, subsequent encounter for fracture with delayed healing","Delayed union of fracture"
4062388,45588397,237,318,"Other injury of extensor muscle, fascia and tendon of right index finger at forearm level, initial encounter","Injury of muscle and tendon at forearm level"
133926,45589572,209,318,"Corrosion of second degree of left upper arm, initial encounter","Partial thickness burn of upper arm"
437118,45598841,124,317,"Displaced oblique fracture of shaft of left fibula, initial encounter for open fracture type IIIA, IIIB, or IIIC","Open fracture of shaft of fibula"
438887,45588878,46,317,"Nondisplaced spiral fracture of shaft of left femur, subsequent encounter for closed fracture with delayed healing","Closed fracture of shaft of femur"
4110915,45540466,74,317,"Dislocation of proximal interphalangeal joint of right index finger, sequela","Disorder due to and following injury of upper limb"
40305987,45588878,46,317,"Nondisplaced spiral fracture of shaft of left femur, subsequent encounter for closed fracture with delayed healing","Delayed union of fracture"
4115179,45554522,110,317,"Displaced oblique fracture of shaft of right radius, subsequent encounter for closed fracture with malunion","Fracture malunion - forearm"
197150,37200845,93,317,"Periprosthetic fracture around internal prosthetic right ankle joint, sequela","Late effect of fracture of lower extremities"
436826,45554522,110,317,"Displaced oblique fracture of shaft of right radius, subsequent encounter for closed fracture with malunion","Closed fracture of shaft of radius"
4035438,45538651,165,317,"Lead-induced gout, right elbow","Gout caused by lead"
4093427,45605708,167,317,"Kearns-Sayre syndrome, right eye","Kearns-Sayre syndrome"
437727,45582794,190,317,"Injury of abducent nerve, right side, sequela","Disorder due to and following injury of cranial nerve"
4196401,45572488,225,317,"Other ossification of muscle, left hand","Muscular ossification"
4110915,45602487,146,317,"Blister (nonthermal) of left upper arm, sequela","Disorder due to and following injury of upper limb"
436539,45569650,82,316,"Displaced osteochondral fracture of right patella, subsequent encounter for closed fracture with delayed healing","Closed fracture of patella"
4056580,45593280,98,316,"Laceration of other flexor muscle, fascia and tendon at forearm level, right arm, sequela","Disorder due to and following injury of muscle and tendon of upper limb"
4110915,45545320,73,316,"Sprain of metacarpophalangeal joint of left little finger, sequela","Disorder due to and following injury of upper limb"
40305987,45569650,82,316,"Displaced osteochondral fracture of right patella, subsequent encounter for closed fracture with delayed healing","Delayed union of fracture"
434512,45540555,39,316,"Partial traumatic amputation of right hand at wrist level, sequela","Late effect of traumatic amputation"
46270466,45601374,73,316,"Chronic gout due to renal impairment, right hip, without tophus (tophi)","Gout of hip due to renal impairment"
436826,45544951,128,316,"Other fracture of shaft of radius, right arm, subsequent encounter for closed fracture with delayed healing","Closed fracture of shaft of radius"
40305987,45544951,128,316,"Other fracture of shaft of radius, right arm, subsequent encounter for closed fracture with delayed healing","Delayed union of fracture"
433633,45598171,222,316,"Unspecified superficial injury of left middle finger, sequela","Late effect of superficial injury"
435094,45574481,62,316,"Other fracture of lower end of right femur, subsequent encounter for open fracture type I or II with nonunion","Open fracture of femur, distal end"
4055610,45599145,62,316,"Unspecified injury of muscle and tendon of long flexor muscle of toe at ankle and foot level, left foot, sequela","Disorder due to and following injury of muscle and tendon of lower limb"
46273949,45596476,165,316,"Intermittent hydrarthrosis, right ankle and foot","Intermittent effusion of joint"
73574,45574481,62,316,"Other fracture of lower end of right femur, subsequent encounter for open fracture type I or II with nonunion","Nonunion of fracture"
435119,37201452,169,316,"Sprain of jaw, left side, sequela","Late effect of injury"
437118,45598840,127,316,"Displaced oblique fracture of shaft of right fibula, initial encounter for open fracture type IIIA, IIIB, or IIIC","Open fracture of shaft of fibula"
81148,45593142,61,315,"Monteggia's fracture of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing","Open Monteggia's fracture"
73574,45539709,81,315,"Other fracture of right ilium, subsequent encounter for fracture with nonunion","Nonunion of fracture"
4167100,45568380,96,315,"Laceration without foreign body of left back wall of thorax with penetration into thoracic cavity, subsequent encounter","Laceration of chest wall"
4296627,45539709,81,315,"Other fracture of right ilium, subsequent encounter for fracture with nonunion","Fracture of ilium"
4096472,45568380,96,315,"Laceration without foreign body of left back wall of thorax with penetration into thoracic cavity, subsequent encounter","Penetrating wound"
4115179,45544944,93,315,"Galeazzi's fracture of right radius, subsequent encounter for closed fracture with malunion","Fracture malunion - forearm"
4052213,45584108,159,315,"Laceration of unspecified blood vessel at hip and thigh level, left leg, initial encounter","Injury to blood vessels of lower limb"
443419,45584108,159,315,"Laceration of unspecified blood vessel at hip and thigh level, left leg, initial encounter","Laceration - injury"
4013469,45544944,93,315,"Galeazzi's fracture of right radius, subsequent encounter for closed fracture with malunion","Closed Galeazzi fracture"
4018628,45578977,73,315,"Traumatic rupture of unspecified ligament of right little finger at metacarpophalangeal and interphalangeal joint, subsequent encounter","Complete tear of ligament of finger"
4059858,45570233,153,315,"Burn of first degree of multiple right fingers (nail), including thumb, subsequent encounter","Superficial burn of the thumb and finger(s)"
73574,45563680,69,315,"Displaced transverse fracture of left acetabulum, subsequent encounter for fracture with nonunion","Nonunion of fracture"
4276036,45563680,69,315,"Displaced transverse fracture of left acetabulum, subsequent encounter for fracture with nonunion","Fracture of acetabulum"
4110915,45607955,72,315,"Dislocation of interphalangeal joint of left thumb, sequela","Disorder due to and following injury of upper limb"
437693,45536044,57,315,"Displaced transverse fracture of shaft of right tibia, subsequent encounter for open fracture type I or II with delayed healing","Open fracture of shaft of tibia"
40305987,45536044,57,315,"Displaced transverse fracture of shaft of right tibia, subsequent encounter for open fracture type I or II with delayed healing","Delayed union of fracture"
45767653,45598519,67,314,"Displaced articular fracture of head of right femur, subsequent encounter for open fracture type I or II with routine healing","Open intra-articular fracture of head of femur"
4205584,45554794,93,314,"Displaced fracture of base of third metacarpal bone, left hand, subsequent encounter for fracture with delayed healing","Fracture of base of metacarpal bone other than first metacarpal"
4069318,45534070,176,314,"Hypertrophy of bone, left radius","Hypertrophy of bone"
40305987,45554794,93,314,"Displaced fracture of base of third metacarpal bone, left hand, subsequent encounter for fracture with delayed healing","Delayed union of fracture"
73574,45589367,39,314,"Displaced other extraarticular fracture of left calcaneus, subsequent encounter for fracture with nonunion","Nonunion of fracture"
4138414,45589367,39,314,"Displaced other extraarticular fracture of left calcaneus, subsequent encounter for fracture with nonunion","Fracture of calcaneus"
434512,45598691,35,314,"Partial traumatic amputation of right hip and thigh, level unspecified, sequela","Late effect of traumatic amputation"
73574,45603928,97,314,"Nondisplaced fracture of middle phalanx of right lesser toe(s), subsequent encounter for fracture with nonunion","Nonunion of fracture"
4056580,45564495,60,314,"Unspecified injury of flexor muscle, fascia and tendon of left index finger at wrist and hand level, sequela","Disorder due to and following injury of muscle and tendon of upper limb"
4058637,45603928,97,314,"Nondisplaced fracture of middle phalanx of right lesser toe(s), subsequent encounter for fracture with nonunion","Fracture of phalanx of foot"
4166907,45564234,121,313,"Other superficial bite of left thumb, subsequent encounter","Superficial injury of thumb"
4151842,45564234,121,313,"Other superficial bite of left thumb, subsequent encounter","Bite - wound"
435410,45551010,228,313,"Corrosion of unspecified degree of right palm, initial encounter","Burn of palm"
4134334,45545806,63,313,"Torus fracture of lower end of right fibula, subsequent encounter for fracture with malunion","Fracture of distal end of fibula"
4115181,45545806,63,313,"Torus fracture of lower end of right fibula, subsequent encounter for fracture with malunion","Fracture malunion - lower leg"
433046,45588022,126,313,"Unspecified nondisplaced fracture of surgical neck of left humerus, initial encounter for open fracture","Open fracture of surgical neck of humerus"
4132082,45539454,199,313,"Contusion and laceration of left cerebrum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter","Traumatic brain injury with loss of consciousness"
4013468,45602678,80,313,"Displaced fracture of olecranon process with intraarticular extension of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing","Open fracture olecranon, intra-articular"
4110915,45598409,86,313,"Laceration of blood vessel of left ring finger, sequela","Disorder due to and following injury of upper limb"
4306655,45539454,199,313,"Contusion and laceration of left cerebrum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter","Death"
73574,45578178,76,313,"Other fracture of left ilium, subsequent encounter for fracture with nonunion","Nonunion of fracture"
4296627,45578178,76,313,"Other fracture of left ilium, subsequent encounter for fracture with nonunion","Fracture of ilium"
4118909,45535012,96,313,"Displaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with malunion","Fracture malunion - upper arm"
